1	2272	144	10
1	2256	160	9
1	2272	160	10
1	2256	176	9
1	2272	176	10
1	2256	192	9
1	2272	192	10
1	2256	208	9
1	2272	208	10
1	2256	224	9
1	2272	224	10
1	2256	240	9
1	2272	240	10
1	2256	256	9
1	2272	256	10
1	2256	272	9
1	2272	272	10
1	2256	288	9
1	2272	288	10
1	352	368	7
1	368	368	8
1	1856	368	7
1	1872	368	8
1	352	384	9
1	368	384	10
1	1792	384	7
1	1808	384	8
1	1856	384	9
1	1872	384	10
1	2256	384	9
1	2272	384	10
1	2320	384	7
1	2336	384	8
1	352	400	9
1	368	400	10
1	1792	400	9
1	1808	400	10
1	1856	400	9
1	1872	400	10
1	2256	400	9
1	2272	400	10
1	2320	400	9
1	2336	400	10
#CLOUD
2	1488	176	22
2	1504	176	22
2	1520	176	22
2	1536	176	22
2	1552	176	22
2	1568	176	22
2	1584	176	22
2	1600	176	22
2	1616	176	22
2	1632	176	22
2	1648	176	22
2	1664	176	22
2	1680	176	22
2	1408	192	22
2	1424	192	22
2	1440	192	22
2	1456	192	22


#== MARIO ==
#0	1272	292	1
0	477	302	1
# GOOMBA NORMAL
4	832	384	33
4	880	384	33
4	220	400	33
4	528	400	33
# GOOMBA WINGS
#5			
# KOOPAS GREEN WALK
6	576	350	34
# KOOPAS GREEN WINGS
#7
# KOOPAS RED
#8

# FIRE BULLET
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
9	1000	1000	35
# LEAF 1
12	240	304	50
# LEAF 2
12	656	384	50
#LEAF 3
12	1472	368	50

# RED MUSHROOM 1
10	240	304	36
# RED MUSHROOM 2
10	656	384	36
# RED MUSHROOM 3
10	1472	368	36


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	2256	112	0	2288	304	2
